train1,train2,train3,train4,label
57.04387384,45.63509907,350.6073247,438.2591559,0.114087748
135.3772499,108.3017999,147.7353101,184.6691377,0.2707545
304.1482956,243.3186365,65.75739627,82.19674534,0.608296591
256.0853122,204.8682498,78.09897345,97.62371682,0.512170624
135.8581654,108.6865323,147.2123515,184.0154394,0.271716331
449.9932054,359.9945643,44.44511552,55.5563944,0.899986411
186.3382999,149.0706399,107.3316651,134.1645814,0.3726766
253.9327381,203.1461905,78.76101423,98.45126778,0.507865476
137.1253684,109.7002947,145.8519327,182.3149158,0.274250737
435.9241407,348.7393126,45.87954218,57.34942772,0.871848281
369.18227,295.345816,54.17378251,67.71722814,0.73836454
321.5615544,257.2492435,62.19648999,77.74561249,0.643123109
146.0083027,116.8066421,136.9785117,171.2231397,0.292016605
376.7262051,301.3809641,53.08895354,66.36119192,0.75345241
480.5252562,384.4202049,41.62112135,52.02640169,0.961050512
312.2787559,249.8230047,64.0453429,80.05667863,0.624557512
209.9244422,167.9395537,95.27237417,119.0904677,0.419848884
213.6520694,170.9216555,93.61013941,117.0126743,0.427304139
333.6665988,266.933279,59.94007213,74.92509017,0.667333198
195.1938663,156.1550931,102.462236,128.077795,0.390387733
439.2178877,351.3743102,45.53548605,56.91935756,0.878435775
50.77636442,40.62109154,393.8840488,492.355061,0.101552729
186.5202302,149.2161841,107.2269747,134.0337184,0.37304046
177.862559,142.2900472,112.4463749,140.5579687,0.355725118
183.8902739,147.1122191,108.7605102,135.9506377,0.367780548
275.3155835,220.2524668,72.6439083,90.80488538,0.550631167
272.2503952,217.8003162,73.46178499,91.82723124,0.54450079
54.62253708,43.69802966,366.149232,457.68654,0.109245074
488.5288858,390.8231086,40.93923733,51.17404667,0.977057772
37.58555776,30.06844621,532.1192818,665.1491022,0.075171116
336.1632093,268.9305675,59.49491034,74.36863793,0.672326419
279.0573053,223.2458442,71.66986716,89.58733395,0.558114611
262.8351907,210.2681526,76.09331135,95.11663919,0.525670381
453.6893378,362.9514703,44.08302848,55.1037856,0.907378676
226.2675183,181.0140146,88.39094605,110.4886826,0.452535037
96.80324595,77.44259676,206.6046423,258.2558028,0.193606492
499.8985923,399.9188739,40.00811426,50.01014282,0.999797185
442.6585862,354.1268689,45.18154764,56.47693455,0.885317172
179.9302605,143.9442084,111.1541769,138.9427211,0.359860521
147.7759288,118.2207431,135.3400392,169.175049,0.295551858
500,400,40,50,1
39.94559345,31.95647476,500.6810082,625.8512603,0.079891187
281.8694335,225.4955468,70.95483804,88.69354755,0.563738867
372.5709509,298.0567607,53.68105042,67.10131303,0.745141902
226.9587784,181.5670227,88.12172915,110.1521614,0.453917557
120.5174508,96.41396066,165.9510707,207.4388384,0.241034902
172.9104572,138.3283657,115.6668042,144.5835053,0.345820914
309.5056364,247.6045091,64.61917862,80.77397327,0.619011273
365.646528,292.5172224,54.6976341,68.37204263,0.731293056
181.7509439,145.4007551,110.040694,137.5508675,0.363501888
194.4917217,155.5933774,102.8321402,128.5401753,0.388983443
426.2173142,340.9738514,46.92441938,58.65552423,0.852434628
88.44172051,70.75337641,226.1376179,282.6720224,0.176883441
396.7749976,317.4199981,50.40640192,63.0080024,0.793549995
273.1703835,218.5363068,73.21437904,91.51797379,0.546340767
189.8232337,151.858587,105.3611806,131.7014757,0.379646467
478.2162688,382.573015,41.82208199,52.27760248,0.956432538
296.8425732,237.4740586,67.37578031,84.21972539,0.593685146
372.2643554,297.8114843,53.72526193,67.15657741,0.744528711
270.8432341,216.6745873,73.84345437,92.30431797,0.541686468
265.8710011,212.6968009,75.22445064,94.03056331,0.531742002
413.776149,331.0209192,48.33531379,60.41914224,0.827552298
2.444792057,1.955833646,8180.654849,10225.81856,0.004889584
107.4539686,85.96317485,186.1262108,232.6577635,0.214907937
487.5287137,390.0229709,41.02322476,51.27903095,0.975057427
107.7743259,86.21946074,185.5729537,231.9661922,0.215548652
112.9758163,90.38065307,177.0290373,221.2862966,0.225951633
299.3947499,239.5157999,66.80143859,83.50179824,0.5987895
428.5495391,342.8396313,46.66905031,58.33631289,0.857099078
458.0368984,366.4295187,43.66460446,54.58075558,0.916073797
9.203727759,7.362982207,2173.03255,2716.290687,0.018407456
204.8289664,163.8631731,97.64243971,122.0530496,0.409657933
65.67964143,52.54371314,304.5083616,380.635452,0.131359283
112.0418934,89.63351469,178.5046593,223.1308241,0.224083787
159.6084295,127.6867436,125.306665,156.6333312,0.319216859
106.8625405,85.49003237,187.1563217,233.9454021,0.213725081
283.2345866,226.5876693,70.61284513,88.26605641,0.566469173
491.446702,393.1573616,40.69617299,50.87021624,0.982893404
351.1937384,280.9549907,56.94862355,71.18577944,0.702387477
326.6502361,261.3201889,61.2275694,76.53446175,0.653300472
348.1472334,278.5177867,57.44695945,71.80869931,0.696294467
430.3056433,344.2445147,46.478591,58.09823875,0.860611287
381.5556596,305.2445277,52.41699212,65.52124014,0.763111319
474.5506716,379.6405373,42.14513053,52.68141316,0.949101343
428.3839949,342.7071959,46.68708504,58.3588563,0.85676799
408.3465213,326.677217,48.97800999,61.22251249,0.816693043
483.9348084,387.1478467,41.32788064,51.6598508,0.967869617
436.7543108,349.4034487,45.79233566,57.24041957,0.873508622
499.7892564,399.8314051,40.0168666,50.02108325,0.999578513
294.9522133,235.9617706,67.80759424,84.75949281,0.589904427
167.4098933,133.9279146,119.4672525,149.3340657,0.334819787
425.923212,340.7385696,46.95682093,58.69602617,0.851846424
465.3341832,372.2673466,42.97986419,53.72483024,0.930668366
423.6801034,338.9440827,47.20542655,59.00678318,0.847360207
409.3003098,327.4402478,48.86387701,61.07984627,0.81860062
31.37373032,25.09898426,637.4759965,796.8449956,0.062747461
6.8725039,5.49800312,2910.147493,3637.684367,0.013745008
106.9337518,85.54700148,187.031687,233.7896087,0.213867504
205.570919,164.4567352,97.29002576,121.6125322,0.411141838
117.0268528,93.62148225,170.9009473,213.6261841,0.234053706
50.8844855,40.7075884,393.0471106,491.3088882,0.101768971
315.5812478,252.4649983,63.37512174,79.21890218,0.631162496
325.4212098,260.3369679,61.45880906,76.82351132,0.65084242
192.2433972,153.7947178,104.0347824,130.043478,0.384486794
239.2223866,191.3779093,83.60421567,104.5052696,0.478444773
212.7291127,170.1832901,94.01628084,117.5203511,0.425458225
84.7582547,67.80660376,235.9652175,294.9565218,0.169516509
383.0416439,306.4333151,52.21364392,65.2670549,0.766083288
287.4721237,229.977699,69.57196316,86.96495395,0.574944247
7.429152018,5.943321614,2692.097288,3365.12161,0.014858304
61.98557278,49.58845822,322.6557262,403.3196578,0.123971146
238.7670586,191.0136469,83.76364862,104.7045608,0.477534117
411.7752633,329.4202106,48.57018326,60.71272908,0.823550527
219.0221349,175.2177079,91.31497147,114.1437143,0.43804427
369.8285361,295.8628289,54.07911518,67.59889398,0.739657072
349.2134104,279.3707283,57.2715692,71.5894615,0.698426821
102.2619572,81.80956574,195.5761512,244.470189,0.204523914
426.4253633,341.1402907,46.90152538,58.62690672,0.852850727
413.0503487,330.440279,48.42024722,60.52530903,0.826100697
425.4442162,340.3553729,47.00968832,58.7621104,0.850888432
275.4523593,220.3618874,72.60783699,90.75979624,0.550904719
63.79358894,51.03487115,313.5111276,391.8889095,0.127587178
466.0770211,372.8616169,42.91136249,53.63920311,0.932154042
